0,0.03443902,0.3656,2,77,0.08402547,1.12057,2,91,0.11516041,0.27614,2,181
1,0.03225834,0.68298,2,52,0.08180302,1.05262,2,65,0.03216299,0.45107,2,83
2,0.06602113,0.45022,2,34
3,0.49574110,nan,nan,2
4,0.08897710,0.34701,2,13
6,0.74791248,0.36602,2,9
9,0.02189109,nan,nan,3
11,0.81924237,0.4516,2,5
12,0.09505245,0.36996,2,62
15,0.05078011,nan,nan,2
18,0.05872174,0.643,2,23
19,10.66683949,nan,nan,2
23,0.15893542,1.13647,2,10
24,0.03848906,nan,nan,2
26,0.02323686,0.58917,2,117,0.26855322,0.95472,2,123
31,0.25430368,0.41129,2,17
32,0.05775729,1.29342,2,5
38,0.44047741,nan,nan,2
40,0.34646639,nan,nan,4
42,0.05982174,0.58934,2,24,0.07616818,1.04076,2,38
43,0.01154983,0.33801,2,16
44,0.11167073,0.81935,2,6
45,0.35661206,nan,nan,3
46,0.09197073,0.3679,2,132
47,0.01358474,0.72789,2,7
50,0.06602273,0.50109,2,105
51,0.12822281,1.06819,2,24
53,0.01922184,nan,nan,2
54,0.06979423,0.3473,2,25
55,0.02226951,0.54737,2,71
58,3.73368943,1.14405,2,7
59,0.45927377,nan,nan,2
62,0.24206363,nan,nan,3
65,0.02322944,nan,nan,3
66,0.90756840,nan,nan,4
67,0.02501291,0.35613,2,50
69,1.81087957,nan,nan,3
70,0.29149854,nan,nan,2
71,0.43266571,nan,nan,2
76,0.03702953,nan,nan,2
77,2.29181524,nan,nan,4
79,0.07027590,0.13818,2,80
80,0.82929008,nan,nan,2
81,0.11519063,nan,nan,2
83,0.01736724,nan,nan,2
84,0.02504399,0.2012,2,119
87,1.57488235,nan,nan,2
88,0.04550030,0.536,2,8
90,2.69132725,1.40929,2,8
91,0.07606380,0.48354,2,5
92,0.18140561,0.76893,2,6
94,1.04071379,nan,nan,2
95,0.28435028,0.22739,2,13
96,0.07260383,0.3793,2,37
97,0.05906666,0.96625,2,5
98,0.25008073,nan,nan,4
99,0.08246695,0.29957,2,34
103,1.08509639,0.59293,2,5
104,1.03994881,nan,nan,2
105,0.08861646,0.4897,2,64
107,0.07248676,0.67849,2,83
108,0.03179674,0.40854,2,11
110,0.03949760,nan,nan,3
111,0.30750004,nan,nan,4
112,0.76359660,nan,nan,4
114,0.07464172,nan,nan,2
116,0.16036802,0.48945,2,9
117,0.18430220,nan,nan,2
118,5.26120532,nan,nan,2
120,0.12362801,0.30108,2,13
123,0.02061448,nan,nan,3
126,0.05218674,0.15117,2,59
127,0.08348995,nan,nan,3
129,1.71992992,1.13633,2,12
130,0.07849371,0.61761,2,11
131,0.03812236,0.38359,2,70
132,3.22471234,0.95643,2,5
134,0.19885880,0.26701,2,13
135,0.08131259,0.38771,2,8
136,0.02236957,nan,nan,4
137,0.08943916,0.76384,2,5
138,0.22744995,nan,nan,2
139,0.05646123,nan,nan,3
141,0.06560556,0.52633,2,7
142,0.05142371,0.42623,2,249
143,0.05792489,0.4175,2,209,0.10412440,0.96223,2,218,0.06694351,0.38724,2,248
144,0.11362144,0.64092,2,20
145,2.52419507,nan,nan,2
146,0.10945256,0.28662,2,81
147,2.48701771,nan,nan,3
148,0.23956603,0.47417,2,5
150,0.17469702,nan,nan,3
151,0.06954123,0.33184,2,65
152,0.32350699,0.2243,2,8
154,9.68325834,nan,nan,2
155,0.14680036,nan,nan,2
156,0.31335291,nan,nan,2
158,0.35183128,0.31719,2,8
159,1.34773661,0.86211,2,5
160,0.28208676,nan,nan,2
163,0.06940446,0.30041,2,9
164,0.05830598,0.28075,2,41,1.88979226,1.07601,2,47
165,0.23104186,0.2521,2,8
166,0.09046518,nan,nan,4
167,1.18573905,nan,nan,2
168,0.48914199,nan,nan,3
170,0.33846329,0.53087,2,6
171,0.07252266,0.12521,2,40
173,0.13050717,nan,nan,2
174,0.06656653,nan,nan,3
175,0.19829640,0.43661,2,7
176,0.03327801,nan,nan,2
177,0.04988460,nan,nan,3
178,0.09164162,0.63897,2,6
180,0.03916496,1.00626,2,5
181,0.04657855,nan,nan,2
182,0.15724359,0.56132,2,8
184,0.40515877,nan,nan,4
185,0.11810580,0.296,2,35
188,1.13443295,nan,nan,2
190,0.21764414,0.20343,2,24
191,0.60565927,nan,nan,2
192,1.68486829,1.1214,2,26
194,0.30711518,nan,nan,2
197,0.82520831,nan,nan,2
198,0.08716259,nan,nan,3
199,0.08803615,nan,nan,2
203,1.83769551,nan,nan,2
204,0.10900913,0.16837,2,56
206,0.27479267,nan,nan,4
208,0.06162293,nan,nan,3
210,0.03893633,0.37872,2,32,0.01488051,1.34017,2,39
211,0.13110063,0.38572,2,10
212,0.16276770,nan,nan,4
213,0.14835718,0.29543,2,10
215,0.09679272,0.57093,2,13
218,0.08581927,0.74404,2,15
219,0.05740682,0.48194,2,12
222,0.01831592,0.89844,2,7
223,2.22031273,nan,nan,2
224,5.27644141,nan,nan,2
225,0.12992278,0.31693,2,16
226,3.93799125,nan,nan,3
229,0.06828324,0.47414,2,21
230,0.06218820,0.41948,2,5
231,0.05923285,0.79282,2,12
232,0.22878153,nan,nan,2
234,0.17562074,0.42212,2,18
235,1.84054281,1.32436,2,8
238,1.07628568,nan,nan,2
239,0.04738886,0.4406,2,129
240,0.09595571,0.58907,2,7
241,0.08288503,0.31424,2,8
242,0.66171867,nan,nan,3
244,0.07548979,0.19126,2,22
247,0.08300180,nan,nan,4
249,0.07050120,1.31899,2,53
251,0.01043142,nan,nan,2
252,0.26949162,nan,nan,4
254,0.52152358,0.29516,2,11
256,0.02386795,0.41965,2,7
257,0.27026189,0.41988,2,8
261,0.09960997,0.25584,2,17
263,0.02456306,nan,nan,2
265,3.50411999,nan,nan,3
266,0.06697119,0.7584,2,9
268,0.09829338,0.4311,2,14
269,0.04328575,nan,nan,4
272,0.09817544,nan,nan,2
273,0.08219689,0.68364,2,8
274,0.14410896,0.97749,2,17
276,0.25186983,nan,nan,4
278,0.86337330,nan,nan,2
279,0.19236906,0.47531,2,6
281,0.38157742,nan,nan,4
283,2.84528863,nan,nan,2
284,1.48249679,nan,nan,4
285,0.04214837,1.13443,2,7,0.07643480,0.38635,2,46,0.06713703,1.26987,2,52
286,0.03757633,nan,nan,2
288,6.99687419,nan,nan,2
289,0.07093935,0.22425,2,68
290,0.07404441,0.38792,2,10
291,0.72696846,nan,nan,3
293,0.07067257,nan,nan,3
294,0.17300461,0.46232,2,12
295,0.09712217,nan,nan,3
296,0.10820530,0.31698,2,21
297,0.04123832,nan,nan,3
298,1.97882479,nan,nan,4
299,0.41905164,nan,nan,2
300,4.08382717,nan,nan,2
301,0.03377839,nan,nan,2
302,0.04992413,0.41896,2,20
303,0.10548763,0.32713,2,12
304,0.09142675,0.43452,2,48
305,0.06509432,0.80476,2,5
309,1.03454667,nan,nan,2
311,0.08175123,0.92364,2,5
312,0.07748957,0.7887,2,8
313,0.05325163,nan,nan,3
314,1.43401512,nan,nan,2
315,0.29563968,nan,nan,3
318,0.05303328,nan,nan,2
