0,0.03443902,0.3656,2,77,0.08402547,1.12057,2,91,0.11516041,0.27614,2,181
1,0.03225834,0.68298,2,52,0.08180302,1.05262,2,65,0.03216299,0.45107,2,83
319,0.06925566,0.14169,2,49
320,0.24227648,nan,nan,2
321,1.71562584,0.54426,2,6
322,2.32450734,nan,nan,3
330,0.00152641,nan,nan,2
331,0.13317062,0.85081,2,7
332,0.18483938,0.80296,2,5
333,0.02265146,nan,nan,2
334,0.11557252,nan,nan,4
335,1.19951304,nan,nan,4
336,0.24965896,0.50223,2,5
338,0.30488491,0.59875,2,10
339,0.79823954,1.00438,2,6
340,0.07265483,0.23638,2,30
341,0.05400550,0.46878,2,30
342,0.03935907,0.36455,2,29
344,0.06050258,0.51921,2,14
345,0.02595197,nan,nan,2
346,0.12003588,0.63061,2,7
350,0.17628961,nan,nan,4
351,0.42482506,nan,nan,4
352,0.32553942,nan,nan,2
354,0.10192541,nan,nan,2
356,1.83824441,0.37957,2,6
357,0.06183979,0.57283,2,6
360,0.23326907,nan,nan,4
361,0.14765533,nan,nan,2
363,0.02690201,nan,nan,2
364,0.05352043,0.52536,2,9
371,0.00571185,nan,nan,2
372,0.14327550,nan,nan,4
374,0.21631468,nan,nan,2
