167,0.86890786,nan,nan,2
168,0.59941572,nan,nan,4
169,1.44441098,nan,nan,2
170,3.41661168,1.33911,2,8
171,0.14179749,nan,nan,2
172,0.28712117,1.298,2,23
173,0.35827714,nan,nan,2
174,1.94741314,nan,nan,2
176,0.13158752,1.20999,2,18
177,1.71615736,1.29132,2,6
178,0.48836076,nan,nan,3
180,0.76174740,nan,nan,2
181,0.69972043,0.56327,2,10
182,2.50905927,nan,nan,3
183,0.26426002,nan,nan,3
184,0.01380696,nan,nan,2
186,1.00186363,nan,nan,3
188,0.34509009,nan,nan,4
190,5.94542025,nan,nan,2
191,0.85377981,nan,nan,2
193,3.88051122,1.13754,2,6,1.42859905,0.5238,2,18
195,1.86632807,1.11243,2,14
196,0.01775989,0.49109,2,12
197,2.24199928,1.07005,2,16
199,0.35739738,1.0065,2,14
200,0.72000941,nan,nan,4
201,0.34667682,nan,nan,4
202,0.87204090,1.17871,2,10
203,0.44923625,1.0331,2,6
205,0.90092457,1.59624,2,6
207,0.08996596,nan,nan,2
210,0.48774549,nan,nan,2
213,0.78838769,nan,nan,4
214,1.57502231,nan,nan,3
215,0.26789244,0.93681,2,6,0.01005472,0.58926,2,47
216,1.05665203,nan,nan,3
218,2.51277951,1.08799,2,16
219,5.25714450,0.52851,2,5
221,0.56393742,1.00438,2,6
222,1.91066345,0.53329,2,9
223,1.09175030,nan,nan,2
226,0.01276765,nan,nan,3
227,4.12133727,1.13781,2,5
230,0.57483598,0.81069,2,15
233,1.16365207,0.8575,2,7
234,0.20693874,nan,nan,3
235,0.16453412,nan,nan,3
237,1.64916633,nan,nan,3
238,3.06996640,nan,nan,2
239,0.96988192,0.85764,2,12
242,0.82089055,1.03882,2,7
243,1.42897099,nan,nan,3
245,0.87160816,nan,nan,2
246,0.53687493,1.26953,2,7
247,2.03289402,nan,nan,3
248,9.72207427,nan,nan,2
250,1.18622777,0.66161,2,8
251,0.01388007,nan,nan,2
252,0.05351395,0.28563,2,27,0.86213425,1.19872,2,33
253,3.06277335,0.57489,2,5
255,2.83314621,1.18544,2,5
256,1.93476776,1.26179,2,5
258,0.10889189,0.58434,2,15
259,1.38224649,1.24604,2,5
260,1.94932441,nan,nan,4
261,0.97766319,nan,nan,3
262,5.61537855,nan,nan,4
263,1.02503521,1.32483,2,10
264,0.42304682,0.6905,2,5
265,1.23360145,nan,nan,4
266,0.49320909,nan,nan,2
268,2.02611786,0.77476,2,5
269,0.18219454,nan,nan,2
270,4.60196934,0.58927,2,6
272,0.34352651,nan,nan,2
273,0.19821966,nan,nan,4
274,1.02577516,nan,nan,2
276,0.14581532,nan,nan,3
277,0.15982778,0.8805,2,6
279,0.08036350,nan,nan,2
280,0.11124050,nan,nan,2
284,0.34650809,nan,nan,2
285,0.02771874,nan,nan,4
286,0.03722356,0.90642,2,7
287,1.38370667,1.30089,2,8
289,0.17958163,1.30447,2,9
290,0.66111486,1.19692,2,9
292,10.92096602,nan,nan,2
296,1.28375528,0.64449,2,5
298,0.66732117,1.15471,2,5
299,0.31854648,nan,nan,2
300,0.50576267,nan,nan,4
302,1.70180377,nan,nan,3
303,3.90694759,1.21714,2,7
304,0.77070402,nan,nan,3
305,0.72154207,0.78675,2,16
306,1.56753814,0.95007,2,11
307,0.38073946,0.58501,2,7
309,3.62627818,nan,nan,4
310,1.08907124,nan,nan,4
311,0.10624724,1.01227,2,13
313,0.66201131,nan,nan,3
314,0.51717948,nan,nan,3
316,0.65808085,1.04015,2,20
317,0.02287212,0.32644,2,85
318,3.17583548,nan,nan,3
319,2.33409979,1.15836,2,10
320,0.50947956,nan,nan,3
323,0.17537593,0.98932,2,13
324,1.07145433,1.22451,2,10
325,5.36184589,nan,nan,2
326,0.06060484,0.86157,2,32
327,1.28754025,0.91867,2,13
328,0.27659281,1.23314,2,18
329,0.08890720,nan,nan,2
331,1.07554958,nan,nan,2
332,1.26874174,0.89356,2,12
333,0.05081114,0.70272,2,12
334,0.16434770,nan,nan,2
335,0.03267853,nan,nan,2
337,0.49219583,0.76859,2,11
340,1.59505936,1.01802,2,6
341,0.61241475,nan,nan,2
342,1.16361344,1.47368,2,11
344,0.18643691,0.64739,2,8,0.98800951,1.3434,2,21
345,1.61415563,nan,nan,4
346,0.76290184,0.91277,2,7
347,0.78328921,0.84461,2,12
348,0.06141798,nan,nan,3
349,0.91496920,1.42344,2,8
350,2.17786131,nan,nan,3
351,0.75235987,nan,nan,3
352,0.14203892,nan,nan,2
355,2.38181455,1.2245,2,9
356,0.27765288,nan,nan,4
358,2.55485599,0.83244,2,5
360,0.52819787,nan,nan,2
361,2.88011542,nan,nan,4
362,1.24874013,1.04734,2,8
364,1.21048633,0.93848,2,7
365,1.31244246,0.55996,2,6
367,0.14910985,0.82933,2,32
368,2.28578340,1.25002,2,20
369,0.96599009,1.05992,2,5
372,2.72741316,nan,nan,3
373,2.32112286,1.07256,2,10
375,0.39977254,nan,nan,2
376,2.51581064,nan,nan,4
377,0.49073036,0.61086,2,5
378,0.91594088,0.93444,2,8
379,1.48826844,1.4823,2,19
380,0.22785775,nan,nan,2
382,0.03017673,nan,nan,3
383,0.80105072,1.32928,2,8
384,0.35915016,nan,nan,2
385,1.41735605,0.95215,2,8
386,2.83755844,1.0811,2,6
387,1.02546966,nan,nan,2
389,1.83454251,0.89579,2,6
390,0.03440782,nan,nan,3
391,3.10602342,nan,nan,4
392,1.27273274,nan,nan,4
393,0.49290437,1.13154,2,16
394,1.68267220,nan,nan,2
395,1.15475989,nan,nan,2
396,0.77852009,nan,nan,3
397,0.18723091,nan,nan,2
398,2.07774879,nan,nan,2
400,2.43055577,nan,nan,2
401,0.50665135,0.84272,2,6
402,0.33913570,nan,nan,4
403,0.31110927,0.74003,2,6
404,2.08606984,0.77567,2,10
405,0.93583987,nan,nan,2
406,0.76869418,nan,nan,3
407,0.26258457,nan,nan,4
408,0.01040129,0.50044,2,67
409,0.36651326,nan,nan,3
410,0.05590040,nan,nan,4
411,1.78548960,1.07093,2,10
412,1.85193962,nan,nan,3
414,0.04757574,nan,nan,3
415,1.38046734,nan,nan,2
416,2.89965093,nan,nan,4
417,0.39221230,1.28822,2,14
418,4.01040485,nan,nan,2
422,1.40984688,nan,nan,2
424,3.21212271,nan,nan,2
425,1.83545998,1.31639,2,5
426,1.00822476,nan,nan,3
427,0.02447545,0.46972,2,5
428,0.01875569,nan,nan,2
429,0.01751086,0.37215,2,19
432,0.01840167,0.53749,2,26
434,0.02555230,0.10857,2,53
435,1.04979631,1.20927,2,14
436,0.19027357,0.63792,2,10
437,2.91559798,nan,nan,2
438,1.43827008,nan,nan,3
439,0.19033973,nan,nan,2
442,1.09067585,nan,nan,3
443,0.66525706,nan,nan,3
444,0.28631283,nan,nan,2
445,1.70108344,1.29595,2,5
446,0.07917293,nan,nan,2
447,3.29019674,nan,nan,2
448,1.70833544,1.23006,2,10
450,0.20693967,0.8107,2,9
451,0.52260755,nan,nan,4
452,0.35761367,nan,nan,4
453,0.15983214,nan,nan,2
454,0.75933480,nan,nan,2
455,0.68690254,0.93647,2,7
456,2.14704969,nan,nan,2
457,0.98651231,nan,nan,3
458,0.38575422,nan,nan,4
459,0.82146071,nan,nan,3
460,0.45781383,nan,nan,3
461,0.39549541,0.92052,2,22
462,0.23411837,nan,nan,3
463,0.41412295,nan,nan,4
464,1.86356619,nan,nan,2
465,0.00479042,0.20155,2,53
466,0.73269816,nan,nan,4
467,0.99906825,0.95058,2,7
468,0.51093952,1.36421,2,8
470,0.18372331,nan,nan,3
473,2.52060287,nan,nan,2
474,1.58573381,1.11332,2,14
475,0.96134911,nan,nan,2
476,0.26186468,nan,nan,2
477,2.95284947,0.50037,2,8
478,1.17866468,1.20184,2,23,0.04914731,0.80501,2,49
481,0.54089247,1.08151,2,13
482,1.77760496,1.48805,2,5,0.28933874,0.61985,2,12
483,2.31859979,nan,nan,2
484,2.04880647,1.36642,2,7
485,3.88335624,nan,nan,2
488,0.38767174,nan,nan,2
489,0.03966454,0.6747,2,19
491,0.95726609,0.65076,2,9
492,0.08943636,1.11829,2,17
493,2.56500241,1.20933,2,7
494,1.35365561,nan,nan,4
496,0.16422310,0.57106,2,20
497,0.39168330,nan,nan,3
498,1.28392919,1.12853,2,9
499,0.02009452,0.85921,2,57
500,0.00965085,nan,nan,3
501,0.02428406,0.86059,2,21
503,0.07488721,0.69026,2,17
504,0.32110776,1.5853,2,5
505,2.73087166,1.2791,2,8,0.02136202,0.11519,2,64
508,2.45502116,nan,nan,2
510,0.15050390,1.17837,2,11
511,0.23572154,nan,nan,2
513,0.14645417,nan,nan,3
514,0.21208788,nan,nan,4
515,0.45192891,nan,nan,3
517,0.10797272,0.87548,2,10
519,0.39574167,0.65959,2,16
520,2.13524135,nan,nan,3
521,0.83017147,0.76653,2,5
522,1.99797056,nan,nan,2
529,0.86213395,0.77175,2,16
531,2.99808282,nan,nan,2
533,0.72975812,nan,nan,2
534,0.75365497,0.45866,2,6
535,5.48988022,nan,nan,2
537,0.04256239,nan,nan,3
538,1.42293058,1.32937,2,8
539,3.02421522,0.88641,2,8
540,0.02861124,0.15483,2,12
541,0.66257523,1.28643,2,8
542,0.00359250,nan,nan,2
543,0.85953736,1.10265,2,6
545,0.22653392,nan,nan,2
546,1.76733803,1.04552,2,6
547,0.07835018,0.94983,2,5
548,0.80168015,0.96001,2,14
549,0.28643530,nan,nan,2
551,0.70363233,1.23776,2,12
552,2.27501247,0.69909,2,18
553,0.03692514,0.5469,2,108
554,2.03154576,nan,nan,4
556,0.81846561,nan,nan,4
557,0.38405710,nan,nan,2
558,1.50039339,0.82022,2,16
559,0.10676893,0.36187,2,8
560,0.07015240,nan,nan,2
562,0.84251179,0.89895,2,19
563,0.55451804,nan,nan,2
564,2.16998284,nan,nan,3
565,1.78387949,1.07979,2,9
566,2.87533452,0.8891,2,19
567,1.20368237,nan,nan,3
571,1.25466168,0.88877,2,5
572,1.33063844,0.66852,2,5
573,0.98481566,0.99482,2,9
574,1.92548794,1.04871,2,11
575,0.01858712,0.28187,2,29,0.88887576,0.90363,2,39
576,0.95053861,0.49536,2,5
577,0.61352779,1.41848,2,10
578,0.48307931,nan,nan,3
579,0.87133938,nan,nan,4
581,1.42726572,nan,nan,3
582,1.21581970,nan,nan,2
583,0.48969924,nan,nan,2
584,0.21728119,nan,nan,2
585,0.54140356,nan,nan,3
587,0.33657268,1.36767,2,7
589,3.15984057,0.68563,2,5
590,2.08445186,1.16061,2,11
592,0.01567547,0.29439,2,15,0.21645969,1.00871,2,22
593,0.99906790,1.18472,2,11
594,6.00534784,nan,nan,4
596,0.21737589,nan,nan,2
597,1.36938751,nan,nan,3
598,0.47152712,0.68735,2,6
599,1.36281430,1.32873,2,11
600,1.17046983,0.50353,2,20
601,0.92549560,1.19166,2,26
604,0.36192077,nan,nan,3
605,3.93115917,nan,nan,4
606,1.41283270,1.1148,2,17
607,1.60561837,nan,nan,3
610,0.87890366,0.77376,2,17
611,0.19203603,0.95945,2,5
612,1.18076510,1.12344,2,5
614,1.48737330,nan,nan,2
615,3.23180753,nan,nan,3
618,1.42808765,0.77428,2,8
622,1.29261649,nan,nan,2
623,3.65990713,0.89623,2,7
624,0.03488737,nan,nan,2
630,3.35873959,0.64578,2,6
631,1.30841882,1.38404,2,8
632,0.20241448,1.37765,2,20
633,1.63477118,0.77714,2,6
635,1.05964362,1.27292,2,8
636,1.80071249,nan,nan,2
638,1.79477467,1.00483,2,5
639,1.18483594,0.53519,2,14
640,0.62914585,1.05994,2,7
641,1.73226104,nan,nan,2
642,1.99748362,nan,nan,4
643,0.26843021,nan,nan,4
644,0.35415274,nan,nan,2
645,1.61575441,nan,nan,2
646,0.22792885,nan,nan,4
647,0.36913006,0.88387,2,12
648,0.68688472,nan,nan,3
649,0.57593372,1.00574,2,7
651,1.89568107,nan,nan,2
652,0.37766293,1.356,2,6
653,0.16722246,nan,nan,2
654,0.32659931,nan,nan,3
655,2.52748209,nan,nan,2
656,2.27769817,0.98968,2,6
658,0.52454466,nan,nan,4
659,0.49689582,0.97224,2,11
660,0.00784865,0.99114,2,8
661,4.59947963,nan,nan,2
662,2.05972093,nan,nan,2
663,1.48226994,1.10818,2,6
664,0.16769115,nan,nan,2
665,2.97280529,1.16136,2,7
666,0.57079915,1.36667,2,8
667,0.00831888,nan,nan,3
668,0.22811834,nan,nan,2
669,0.20981592,0.95749,2,13
671,3.51016366,nan,nan,3
672,1.88063433,nan,nan,4
673,1.33782037,1.26012,2,6
674,1.39956383,0.56088,2,8
675,0.39762749,nan,nan,4
676,0.27354728,nan,nan,3
677,0.71542294,0.39722,2,8,0.61321434,1.18969,2,46
678,0.33336757,nan,nan,4
679,1.54424261,nan,nan,3
680,2.61438573,nan,nan,4
681,0.14002728,nan,nan,4
682,1.45839859,nan,nan,4
683,0.74756679,nan,nan,2
684,0.65126445,1.05181,2,11
685,0.52773561,nan,nan,2
686,0.32013335,nan,nan,3
687,1.37859408,1.12662,2,10
689,0.91577515,nan,nan,4
690,2.01320345,1.08063,2,7
692,1.14991240,1.228,2,9
695,1.38191730,nan,nan,2
696,1.31190314,nan,nan,3
698,9.06814132,nan,nan,2
699,1.28612162,1.20272,2,11
700,0.18941225,1.26426,2,20
701,0.35245776,0.37857,2,8
702,0.22031311,1.06991,2,15
703,0.69261626,1.16283,2,10
705,0.73725161,0.83102,2,7
